"","Doc.id","text"
"84",84,"Follow @TechTree
Share this
For years, there have been accusations that Samsung has been selling phones with lesser specs for higher price. This saw it being overshadowed by the likes of Micromax, Xiaomi and OnePlus.
After some botched efforts with its online exclusive models, the Korean giant is back in the business with J7 and J5 4G-enabled smartphones. J5 is priced at Rs. 11,999, while J7 a bit costlier with a price tag of Rs. 14,999
At the onset the company is offering a superior specifications compared to its higher-priced mid-ranged smartphones exclusively on Flipkart.
One of the highlights of both the devices is the 5MP front facing camera LED flash, which is aimed at the selfie lovers.
Galaxy J5 features 8GB of storage and houses a 5-inch 720p HD display, and runs on the combination of a 1.2GHz quad core Snapdragon 410 processor and 1.5GB of RAM. A 2600mAh battery and a 13MP camera are two of its other important attributes.
The Samsung Galaxy J7 on the other hand goes for a 5.5-inch 720p display. It possesses a 1.5GHz octa core Exynos 7580 CPU, apart from 1.5GB of RAM. There's 16GB of storage onboard as well, apart from a 13MP camera and a 3000mAh battery.
The sales numbers of these phones will also have an impact on the online strategy of Samsung. Despite being the highest selling smartphone in India, it has struggled when it comes to online sales.
Samsung is also wooing users with a lot of freebies. While there will be free in game credits worth Rs 3200 for top titles, Airtel is giving buyers a double data offer as well as access to music worth Rs 594 over six months.
It looks like Samsung will continue to struggle as Lenovo, Xiaomi and Motorola offer smartphones with superior specifications in the same price ranges. There are a few newcomers like InFocus who have recently entered the market and the Korean giant will face some stiff resistance. 
"
"85",85,"Twitter
New information has surfaced about an approaching Samsung apparatus - the Galaxy J7. It is one of the budget-friendly device from the company's new Galaxy J line up. The company has launched Galaxy J1 in February, and it should be the next phone in the line-up.
The info comes from a leaked UA profile from the database of Samsung. According to it, the upcoming phone, bearing the version SM J700F, will pack power-efficient Cortex A53 cores with 1.5 GHz processor. The Galaxy J7 will feature a display with resolution of 1280 x 720 pixels and judging by Samsung's recent naming convention the 7 likely signifies a display size of 5.5-inches, just like the Galaxy E7 and A7 .
There's no further information regarding the handset's storage, camera, RAM and other features, but as per the tracking records from zauba.com, the sample units happen to be on their way to India for testing, therefore it will not be too long before we get some more info on the alleged Galaxy J7.
"
"86",86,"'Internet.org will connect two-thirds of the world, will lift millions out of poverty'
Since its India launch this May, Internet.org had come in for criticism for being a ""walled garden"" for its limited number of partners and single service provider. Daniels said the Free Basics was now open to all developers and there was no intention of putting a filter on it. ""Also, there is no exclusivity with Reliance in India. There are other telecom operators who are interested, but it seems the criticism has slowed down the conversation. Reliance is just our first partner in India and there are countries where we have multiple partners,"" he clarified.
Daniels said Facebook does not pay service providers for the data and ""no money changes hands"". ""The commercial benefit for service providers is that people move on to paid services soon,"" he added, adding that the platform was open for competing brands or organisations to come on board. On reports that Facebook was the most used service on Internet.org, Daniels said it was only natural that the social networking service's popularity would reflect even in this platform.
Among the new features in the FreeBasics app is the option for users on the app or the mobile web version to add the services which they want to add to their list of free services from the list of 250 plus partners. Moreover, the mobile web version will also support the secure HTTPS services from now on. Facebook has also put out the privacy language ""so that people will know what data will be collected"".
Ime Archibong, director product partnerships, said the fact that over 30 new Indian partners have signed up shows how there were a lot of people passionate about the cause. Among the new services on the platform are English Dost, MeraDoctor, M-Kisan, My Rights and SkyMet. While Facebook will not have advertisements on the platform, Archibong said the partners were free to do what they wanted. ""We don't want to prohibit any business model.""
Daniels said initiatives like Internet.org were necessary as a majority of the word is not connected and the rate at which new users are coming online is coming down. ""The ecosystem is not going to solve this,"" he said, adding that India, for instance, had over a billion people not connected to the Internet.
Facebook lists the barriers to adoption of Internet as infrastructure, affordability and awareness and is experimenting with solar powered aircraft and terrestrial services to plug the gaps in connectivity across the world.
The writer is in San Francisco on the invitation of Facebook which is paying for accommodation and travel.
© The Indian Express Online Media Pvt Ltd
Do you like this story
Tags:
"
"87",87,NA
"88",88,"National Encryption Policy: Government Issues Clarification on WhatsApp, Social Media
by Sriram Sharma and Gopal Sathe , 21 September 2015
If a draft proposal by government's Department of Electronics and Information Technology (DeitY) becomes the law in its current form, you might be asked to retain certain forms of digital communication for a period of 90 days.
Update 22 September 1:40am: The government issued an addendum to clarify that ""mass use encryption products, which are currently being used in web applications, social media sites, and social media applications such as WhatsApp, Facebook, Twitter etc."" While that language is vague in itself, you can rest easy without needing to worry about having to store your WhatsApp messages for 90 days. The original text continues below.
The DeitY has posted a draft National Encryption Policy on its website inviting comments from the public on its mission, strategies, objectives, and regulatory framework, which you can send to akrishnan@deity.gov.in, until 16th October 2015. A lot of the details mentioned in the draft guidelines are worrying, and this is a topic that concerns every consumer.
While the draft encryption policy's preamble starts by talking about improving e-governance and e-commerce through better security and privacy measures, it very quickly brings up national security as well, and that's where things get worrying from a consumer's perspective. It's very reminiscent of when the Indian government was thinking about banning BBM in India unless BlackBerry (then Research in Motion) gave security agencies access to snoop on emails . The two would eventually reach an arrangement that allowed the government to intercept email .
The language of the new draft policy is quite clear on one thing - businesses and consumers may use encryption for storage and communication, but the encryption algorithms and key sizes will be prescribed by the Indian government. What's more, vendors of encryption products would have to register in India (with the exception of mass use products, such as SSL), and citizens are allowed to use only the products registered in India.
""Would OpenPGP, a commonly-used standard for encryption of email, fall under 'mass use'?"" asks Pranesh Prakash, Policy Director at the Centre for Internet and Society, speaking to Gadgets 360. ""Because if it doesn't, I am prohibited from using it. But if it does, I am required to copy-paste all my encrypted mails into a separate document to store it in plain text, as required by the draft policy. Is that what it really intends? Has the government thought this through?""
Most people don't explicitly use encryption, but it's built into apps they use every day. Do the draft guidelines also extend to products and services with built-in encryption like WhatsApp? If yes - and the language certainly suggests it does - then combine them with governments requirements for its citizens, as proposed in the draft guidelines, and we could have very worrying scenarios.
The draft guidelines read ""All citizens (C), including personnel of Government/ Business (G/B) performing non-official/ personal functions, are required to store the plaintexts of the corresponding encrypted information for 90 days from the date of transaction and provide the verifiable Plain Text to Law and Enforcement Agencies as and when required as per the provision of the laws of the country.""
WhatsApp messages are now encrypted end-to-end . So do the draft guidelines mean you have to store a copy of all your WhatsApp messages for 90 days? What about Snapchat? Or any other form of ephemeral messaging that is automatically deleted after being read? The consumer is expected to maintain plain text copies of all communications for 90 days - so that these can be produced if required by the laws of the land - so, will it even legal to read a message that deletes itself, if and when the draft guidelines become law?
The draft policy document states that the vision is to create an information security environment, and secure transactions. But the actual details mentioned in the draft appear to do the opposite, and put a focus more on the lines of limiting encryption only to technologies that likely could be intercepted by the government, when required.
This is in many ways similar to the Telecom Regulatory Authority of India's draft letter on Net Neutrality, which instead talked about issues like cyberbullying and 'sexting' . In the feedback period, Trai received over 1 million emails . but the Department of Telecom report on Net Neutrality also went against public sentiment on certain things, suggesting that telcos should be allowed to charge extra for specific services , such as Skype or WhatsApp voice calls in India, showing that calls for feedback aren't necessarily being taken seriously.
And, with the draft National Encryption Policy, another problem that is shared with the Net Neutrality discussions , is the use of vague language. The result is that there is very little clarity at this point on what will and will not be permitted by the government if the draft guidelines are adopted. We're living in a time when the government talks about how WhatsApp and Gmail may be used by ""anti-national elements"", and even considered requiring Twitter and Facebook to establish servers in India .
With that in mind, you have to ask, will it be even legal to use WhatsApp if these guidelines are implemented? After all, WhatsApp messages have end-to-end encryption and if this service does not register in India, and comply with the algorithms prescribed by the government, then as a citizen of India, you won't be allowed to use it because ""users in India are allowed to use only the products registered in India,"" as per the draft guidelines.
If the draft policy comes into affect, businesses need to provide the plain text message, and the encrypted pair, to verify that the intercepted encrypted communication is indeed the same as the plain text message that they are providing to law enforcement or intelligence agencies, when asked as per the laws of the country.
""There is an assumption here, that given the same plain text, you always get the encrypted text. This assumption is wrong,"" Prakash says. ""It holds for some forms of encryption, but does not necessarily hold for all forms of encryption. If there's a changing salt, it won't lead to the same encrypted text each time.""
Prakash also argues against the draft specifying the hashing mechanisms, algorithm, and the key length. He says the government should instead be setting a minimum encryption strength for various sectors, like financial data, health data, or governmental use, adding that algorithms cited were outdated and broken.
""Of the 3 symmetric cryptographic primitives that are listed - AES, 3DES, and RC4 - one, RC4, has been shown to be a broken cipher. It is unimaginable that they would be mandating it as one of the three currently permissible. They are weakening national security by doing so!""
These are questions that don't just affect a few people, but just about every Indian who is using the mobile Internet. In its present form, the draft actually severely limits what you can do online, and could hobble the push for a digital India. There's almost a full month to give our feedback, but is anyone listening?
Download the Gadgets 360 app for Android and iOS to stay up to date with the latest tech news, product                     reviews, and exclusive deals on the popular mobiles.
"
"89",89,"Android By Lee Mathews Aug. 24, 2015 10:29 am
At 12.2 inches, Samsung's Galaxy Tab Pro is a pretty big tablet. It'll be dwarfed by the one they're working on now, though: it measures a foot and a half along its diagonal.
Samsung is thought to be working on an 18.4-inch tablet that they've codenamed Tahoe - possibly because in tablet terms it's as big and imposing as Chevrolet's SUV by the same name. Calling the Tahoe a tablet seems like a bit of a stretch, though. At 18.4 inches, it's more likely that Samsung is working on an all-in-one device that spends most of its time docked on a desktop (or a kitchen counter).
Other PC manufacturers have already turned out several systems like this. There's the Dell XPS 18, the Sony Vaio Tap 20, and the HP Envy Rove 20. They all run Windows, however, and Samsung is reportedly going to put Android on the Tahoe instead - like an un-docked Asus Transformer AIO.
Dell's XPS 18
Android 5.1, to be precise. Samsung is also planning to use their own Exynos 7580 processor in the device, a 64-bit octa-core chip clocked at 1.6GHz. That's the same processor Samsung opted for in the recently-launched Galaxy J7 (a budget smartphone that just launched in India), which indicates that the Tahoe will have a small price tag despite its extra-large profile.
Its 1080p display is another indication, as is the ARM Mali-T720 GPU driving its visuals. ARM has positioned it as an option for entry-level and mid-range devices, so this could be more of a scaled-up Galaxy Tab A than an addition to Samsung's Tab S higher-end line-up.
Tags:
"
"90",90,"by Robin Sinha , 15 June 2015
Samsung Galaxy S6 and Galaxy S6, the flagship handsets that were launched running Android 5.0 Lollipop, have reportedly started receiving the Android 5.1.1 Lollipop update.
As per the latest report, the Android 5.1.1 Lollipop update is being rolled out over the air (OTA) to T-Mobile users in the US, but is also available through the Samsung Kies software. Samsung has not officially announced the roll-out of Android 5.1.1 Lollipop update for the flagships. However, since the latest firmware's rollout has begun in the US, it is safe to expect the update to reach other regions including India soon.
Besides including several bug fixes for the devices, the latest Android 5.1.1 Lollipop update for Galaxy S6 and Galaxy S6 Edge is said to introduce small yet useful features. The update, according to Sammobile, now comes with an easier to use exposure control system for the handset's camera alongside a wallpaper with parallax effect, which we first saw on iPhone devices. Several other user interface changes such as option to remove S Finder and quick connect buttons from the notifications section, have also been included in the latest OS version. The overall performance of the smartphones is said to have improved as well.
Android 5.1.1 Lollipop was earlier this month rolled out to Android One smartphones in India. Android 5.1.1 is also anticipated to bring a fix for the memory leak issue , a bug that plagued Android 5.0 Lollipop users and even haunted some users on Android 5.1 Lollipop.
Meanwhile Samsung on Monday introduced the Emerald Green colour variant of the Galaxy S6 Edge in India. The smartphone until now was only present in White Pearl, Black Sapphire and Gold Platinum colour variants. The new colour variant will be available in 32GB inbuilt storage version only.
Download the Gadgets 360 app for Android and iOS to stay up to date with the latest tech news, product                     reviews, and exclusive deals on the popular mobiles.
"
"91",91,"Published:July 6, 2015 11:44 am
Samsung Galaxy S6 Edge is seen in this photo. (Source: Samsung)
Doubts over the sales prospects of Samsung Electronics Co Ltd's new flagship smartphones are damping expectations of a rapid turnaround for the South Korean giant, even though profit likely continues to recover from last year's troughs.
After peaking in mid-March as favourable reviews for the new Galaxy S6 models boosted earnings hopes, the company's stock price has languished and was down nearly 6 percent for the year as of mid-day trade on Monday. Supply shortages for the curved-screen S6 edge and economic headwinds in Europe and China have lowered expectations.
""After the first-quarter results the consensus for second-quarter earnings was somewhere in the high 7 trillion won ($6.22 billion), but now I think so long as the first digit doesn't start with a six it won't be a shock,"" HDC Asset Management fund manager Park Jung-hoon said.
The average forecast from a Thomson Reuters I/B/E/S survey of 39 analysts tips April-June operating profit at 7.2 trillion won, the same as a year earlier and up from 6 trillion won in January-March. Of those surveyed, 20 have cut their forecasts in the past 30 days by an average of 3.9 percent.
Samsung is expected to guide its second-quarter revenue and profit on Tuesday, with full results to follow at end-July.
To be sure, analysts say the trend of gradual earnings recovery remains intact. The Thomson Reuters I/B/E/S survey tips 2015 profit to recover to 27.8 trillion won from the three-year low of 25 trillion won in 2014. Third and fourth-quarter profits this year are expected at 7.3 trillion won and 7.5 trillion won, respectively, posting significant gains in annual terms.
Samsung expects the new phones to be their best-selling devices to date. Data from researcher Counterpoint released in June showed that Samsung sold 6 million S6 smartphones from the April 10 launch to the end of the month, outpacing the previous S5 model in the same time frame.
But analysts say Samsung's failure to anticipate demand for the S6 edge led to a missed opportunity. Though the firm says it now has enough capacity to meet demand for the curved-screen model, its flagship phones will soon need to compete with new Apple Inc iPhones that analysts expect will launch as early as September.
""As the smartphone market matures, the period of time that consumer demand for a high-end product lasts looks to have gotten shorter,"" KTB Investment analyst Jin Sung-hye said in a report, cutting her 2015 Galaxy S6 shipments forecast to 45 million from 49 million previously.
Do you like this story
Tags:
"
"92",92,"India Drops to #131 in UN's Broadband Penetration Rankings
Press Trust of India , 22 September 2015
India has slipped in global rankings on broadband penetration but has  made slight progress in the percentage of individuals using Internet in  the country, according to a United Nations report.
The UN Broadband  Commission released 'The State of Broadband' report Monday just ahead of  the forthcoming Sustainable Development Goals Summit at UN and the  parallel meeting of the Broadband Commission for Sustainable Development  on September 26.
The report says that 57 percent of the world's  people remain offline and unable to take advantage of the enormous  economic and social benefits the Internet can offer. India ranked 131  out of 189 countries on fixed-broadband subscriptions in 2014, a drop  from the 125th rank a year before.
On active mobile-broadband  subscriptions, India ranked 155, a significant drop from the 113th rank  in 2013. India ranked 136th in individuals using the Internet in 2014,  with 18 percent individuals using the net, an improvement over the 142nd  rank in 2013 when 15.1 percent individuals used the Internet.
India  ranked 80 among 133 developing countries on percentage of households  with Internet in 2014 with a 15.3 percent penetration as compared to the  75th rank and 13 percent penetration in 2013.
The report said  that in order to connect everyone, it is vital to increase the online  representation of many of the world's languages, especially for regions  and countries with high linguistic diversity such as Africa, India and  South-East Asia.
""The UN Sustainable Development Goals remind us  that we need to measure global development by the number of those being  left behind,"" said Houlin Zhao, who serves as co-Vice Chair of the  Commission with UNESCO Director-General Irina Bokova.
""The market  has done its work connecting the world's wealthier nations, where a  strong business case for network roll-out can easily be made. Our  important challenge now is to find ways of getting online the four  billion people who still lack the benefits of Internet connectivity, and  this will be a primary focus of the Broadband Commission going  forward,"" Zhao said.
The report said 3.2 billion people are now  connected, up from 2.9 billion last year and equating to 43 percent of  the global population.
But while access to the Internet is  approaching saturation levels in the developed world, the net is only  accessible to 35 percent of people in developing countries.
The  situation in the UN-designated Least Developed Countries is particularly  critical, with over 90 percent of people without any kind of Internet  connectivity.
In total, there are now 79 countries where over 50  per cent of the population is online, up from 77 in 2014. The top ten  countries for Internet use are all located in Europe.
Download the Gadgets 360 app for Android and iOS to stay up to date with the latest tech news, product                     reviews, and exclusive deals on the popular mobiles.
"
"93",93,"Vodafone joins 4G race, launch in December
Vodafone joins 4G race, launch in December
Vodafone 4G will be available in Mumbai, Delhi, Kolkata, Bengaluru and Kochi by 2015-end.
By: ENS Economic Bureau | New Delhi |
Updated: August 29, 2015 1:39 am
Vodafone India said it will launch 4G services by the end of calendar year 2015 in important data markets, including Mumbai, Delhi, Kolkata, Bengaluru and Kochi.
The mobile telephony market is set to sizzle with competition, with Vodafone India, the country's second largest mobile operator by revenue and subscriber base, also joining the race for launch of 4G services by the end of the current calendar year. Rival Bharti Airtel launched such services across 300 cities earlier this month and Mukesh Ambani's Reliance Jio Infocomm plans to do so in December. Idea Cellular has already said it will launch 4G services in the next calendar year.
On Friday, Vodafone India said it will launch 4G services by the end of calendar year 2015 in important data markets, including Mumbai, Delhi, Kolkata, Bengaluru and Kochi. ""In addition, Vodafone India will also roll out its 3G networks in seven circles - Assam, North East, UP West, Rajasthan, Karnataka, Kerala and Odisha, to expand its overall 3G footprint to 16 circles across the country,"" a company statement said.
It said the company had acquired additional 4G (LTE) spectrum in Mumbai, Delhi, Kolkata, Kerala and Karnataka circles in the February 2014 auctions, and they together contribute close to 50% of total data revenue for it.
With big operators getting into the 4G space, which enables surfing the web on mobile phones, tablets and laptops much faster than 3G services, consumers can once again expect to get the best in terms of tariff, data packages, movies and song downloads coupled with snazzy devices, as the operators jostle for a share of their wallet.
For a sneak preview of what the consumers could get: Airtel, has a tariff plan - Infinity Plans - where at Rs 999 the company is offering unlimited local voice calls on Airtel-to-Airtel
network along with 3GB data benefits and access to Wynk Movies and Wynk Music.
This gets scaled up to Rs 1,999, wherein 7GB of data comes with unlimited local, STD calls, and free roaming services with unlimited Wynk songs and movies.
With inputs from Financial Express
Do you like this story
Tags:
"
"94",94,"News from: Eza Ezamie
Page views: 547 times
In our latest 5.5-inch octa-core roundup, we have a well-known Samsung Galaxy J7 against the pretender Meizu MX5 who is well on its way in moving up ranks in the smartphone industry. Both are available on a budget despite having great specs which sound good to us.
- Advertisement - 
Let's have some background information on both of them, shall we? We already have Samsung with its flagship A-series making a success with the stylish metal outlook. This time around, the J-series is meant to be its mid-range offerings to the market. This is where Samsung's strength lies in, they seem to have a smartphone for everyone. But can it compete against the Chinese on its own turf? We will find out soon enough.
Frankly speaking, not many of us outside of the native China would know the name Meizu. But it is about time they should get some international recognition for what they can achieve and start promoting their brand and their products out to the international market. Surely they can't keep quiet from the outside world of their great specs and a decent price that they dish out for any longer.
We'll start off with the usual stuffs first. The Galaxy J7 has a body measurement of 152.2 x 79.1 x 7.9 mm (5.99 x 3.11 x 0.31 in) and weighing 169 g (5.96 oz). It sure does have a slim and light profile. Too bad it does not have a metal body to complement its slimness.
Compare that to the MX5's body of 149.9 x 74.7 x 7.6 mm (5.90 x 2.94 x 0.30 in) and 149 g (5.26 oz), we have a winner right away. Being just 7.6mm thin, it features great design packed in an all-metal body. They have developed a state of the art coloring and injection molding process, which frees the metal back from unattractive antenna lines. The outcome is an exquisite 12-gun 3D sand blasting, a 5 step anodizing process and superb fine polishing, which makes the MX5 looks amazing. If that isn't enough, at the back of the smartphone; you can see that the dual-tone flash and laser focus module that are assembled for a sleek rear design. The close Fresnel lens and round camera module look great together. Then there's the diamond blue coating, low tone and depth that reinforces the MX5's look from any angle.
The all-metal body and stylish outlook makes the MX5 a clear winner and the Galaxy J7 doesn't stand a chance it seems. But what about the other aspects that make up a smartphone?
As for the screen, the Galaxy J7 is sporting a 5.5-inch High Definition TFT capacitive touchscreen of 720 x 1280 pixels or ~267 ppi pixel density which makes for a decent screen. It is a little wonder why it is still using TFT when others have been making full use of the IPS technology. Cost-saving maybe, but it certainly doesn't help in its case. Seems like a dated technology or Samsung is looking for a dumping ground for some of its older inventory and the Galaxy J7 is the answer.
Meanwhile on the MX5, it is sporting a 5.5-inch Full HD AMOLED screen with 1080 x 1920 pixels or ~401 ppi pixel density, you can be sure of good-looking images being projected onto the screen. Right from the very beginning, AMOLED surpasses traditional LCD technology in terms of contrast. The 10000:1 contrast ratio, which is very close to the limit of the naked eye, provides the screen with bright, sharp and expressive colors. A unique feature of AMOLED is that every single pixel lightens up individually, actively reducing power consumption to zero in dark-hued pictures. Furthermore, it has a higher color gamut expression with a typical value as high as 100% displays colors as natural as they get. It also has a wide visual angle that is close to 90°, making extreme visual angles, not a single problem. It also ensures that colors always look precise, even when looked at from the side. This makes sharing the screen with a friend or two enjoyable. Plus, this is also the thinnest display in the entire history of Meizu. Being only 1.3mm thin, it is 32% thinner than the MX4. It looks as if the structure was floating on glass. The response sensitivity has also been improved significantly.
Again, pound-for-pound the technology for Galaxy J7's screen already looks dated as compared to the latest tech found on the MX5. Everything points to an avalanche that again makes the MX5 the clear winner.
Next up is the internal side of things. We have the Galaxy J7 and its Qualcomm Snapdragon 615 chipset, an Octa-core processor comprising Quad-core 1.4 GHz Cortex-A53 & quad-core 1.0 GHz Cortex-A53, Adreno 405 graphics, and 1.5GB RAM. That's another odd thing that Samsung decided to go for just 1.5GB memory? Why can't it have 2GB like others in this mid-range space? Again, it is another perplexing move by the Koreans.
The MX5 instead will be powered by the Mediatek MT6795 chipset paired with an Octa-core 2.2 GHz Cortex-A53 processor, PowerVR G6200 MP4 graphics and 3GB RAM. Now that is some pretty serious hardware that guarantees that you won't face any issues in running all of the latest apps and games that are out there in the market.
Even though both of them have an octa-core processor, the MX5 has a better chipset, faster processor speed and double the size of the memory as compared to the Galaxy J7. This points to the MX5 being a lot better than the Galaxy J7.
- Advertisement - 
Perhaps the Galaxy J7's saving grace is its 13 Megapixel primary camera and 5 Megapixel secondary camera. Then again, Samsung has something up its sleeve with its secondary camera all set to have a flash that ensures a better selfie picture even under low light conditions.
Meanwhile on the MX5, it will be getting an awesome 20.7 Megapixel primary camera that certainly packs a heavy punch. Their partnership with the SONY IMX220 lens in the past year has brought several improved software algorithms: white balance, sharpening, color tuning and shutter logic. All these are well implemented in the MX5. Armed with a brand new 6P lens and laser-aided focusing technology, you will get to experience unprecedented clarity when taking your favorite photos. The brand new shutter logic and the f/2.2 large aperture lens form a basis for creating pictures of outstanding quality. The upgraded algorithm for white balance and sharpening enable the MX5 to perform well and stable, even in complex environments. Combined with the brand new DM3.0 image algorithm, the MX5 has improved performance in skin color treatment and low light noise reduction. Not satisfied with that, there's the brand new 5.0-megapixel front camera which is equipped with a large f/2.0 aperture that optimizes performance even under low light conditions. With FotoNation 2.0 intelligent beautification, it is being used in combination with the existing Face AE facial exposure strengthening technology. Just press the shutter button and your pictures will automatically be beautified in an instant.
The MX5's 20.7MP-5MP camera versus Galaxy J's 13MP-5MP camera, and you have another clear winner in the MX5.
By taking lots and lots of pictures, you're going to need a good amount of storage right? Indeed, the Galaxy J7 comes with 16GB of internal storage plus there's also a microSD slot which allows for an additional 128GB.
As for the MX5, you have to be very careful though since it does not have an expansion slot. You got to choose from 16 GB, 32GB or 64GB whichever your budget allows you. Just make sure you don't regret it later if you run out of space pretty fast. In any case, there's always cloud storage that you can tap into.
Now that's something to cheer about on the Galaxy J7, but seems like it is a little bit too late.
On the software side of things, both the Galaxy J7 and MX5 would have the latest Android Lollipop update right out of the. No worries over there.
Battery-wise, the Galaxy J7 is powered by a Li-Ion 3000 mAh battery which is considerably fair for its size and power. Expect it to be able to last you for at least a day in between charging.
Compare that to the MX5 which packs a non-removable 3150 mAh battery which should also have no problems powering up the device for a day or two in between charging.
Also do take note that both of them have dual-sim capability and 4G LTE connectivity as well, which is a plus point.
Finally, the MX5 has a fingerprint sensor which makes unlocking the screen or performing banking transactions so much easier. The entire module has been redesigned, bringing you a better industrial design, a higher recognition speed and an improved user experience. The brand new capsule-shaped home button integrates perfectly with the simplified and unified design of the phone's body. Normally it is reserved for higher-end (and more expensive) models, but Meizu does incorporate it into the MX5; which is the icing on the cake.
- Advertisement - 
The Samsung Galaxy J7 is at best, looking to be average from the looks of things. Good luck to Samsung to be able to penetrate the Chinese market with this smartphone.
Considering the amazing specs and how many features are inside the MX5, it certainly provides real value for money. How Meizu does that is a miracle and the Galaxy J7 certainly don't stand a chance against it.
The Samsung Galaxy J7 is expected to be released in the next couple of months and will be available for approximately $290 USD. It will be available in black, white and gold.
Whereas for Meizu MX5, it is available for pre-order for approximately $309 USD for the 16GB model and will start to ship out on August 1st. The only issue might be to keep up with the expected crazy demand.
News From
"
"95",95,"by Robin Sinha , 18 August 2015
Panasonic on Tuesday launched three new Android 5.1 Lollipop-based dual-SIM 4G smartphones, namely Eluga I2, Eluga L2, and T45 4G, priced at Rs. 8,290, Rs. 9,990, and Rs. 6,990 respectively. All three smartphones support India's 4G (TDD-LTE 2300MHz Band 40 and FDD-LTE 1800MHz Band 3) bands.
The Panasonic Eluga L2 (seen above) runs Android 5.1 Lollipop -based FitHome UI. It comes with a 5.5-inch qHD (540x960 pixels) display and is powered by a 1.2GHz quad-core Qualcomm Snapdragon processor coupled with 1GB of RAM. It bears 8GB of inbuilt storage, which is further expandable via microSD card (up to 32GB). It sports an 8-megapixel rear camera with LED flash, while there is a secondary a 2-megapixel front-facing camera also on board.
Apart from 4G, connectivity options on the Eluga L2 include Wi-Fi 802.11 b/g/n, GPRS/ EDGE, 3G, GPS/ A-GPS, Micro-USB, and Bluetooth. The handset features an ambient light sensor, an accelerometer, and a proximity sensor. Sized at 153x77.5x8.6mm, the smartphone is backed by a 2500mAh battery and weighs 158 grams. The device would arrive in Sand Grey and Midnight Black colour variants.
The Panasonic Eluga I2 (seen above) features a 5-inch HD (720x1280 pixels) IPS display with Oncell Touch technology, and is powered by a 1GHz quad-core processor (unspecified chipset) coupled with 1GB of RAM. It sports 8GB of inbuilt storage, which is further expandable via microSD card (up to 32GB). It houses an 8-megapixel rear camera with LED flash, while there is a secondary a 2-megapixel front-facing camera with LED flash also on board.
Connectivity options on the Eluga I2 include Wi-Fi 802.11 b/g/n, GPRS/ EDGE, 3G, GPS/ A-GPS, Micro-USB, and Bluetooth. The handset features an ambient light sensor, an accelerometer, and a proximity sensor. Sized at 144.2x71.2x8.8mm, the smartphone is backed by a 2000mAh battery and weighs 135 grams. In addition, the handset comes with support for 21 regional languages and will be available in Metallic Silver, Metallic Gold, and Metallic Grey colour variants.
The Panasonic T45 4G (seen above) comes with a 4.5-inch FWVGA (480x854 pixels) display and is powered by a 1GHz quad-core processor (unspecified chipset) coupled with 1GB of RAM.
It comes with 8GB of inbuilt storage, which is further expandable via microSD card (up to 32GB). It also sports a 5-megapixel rear camera with LED flash, while there is a secondary VGA (0.3-megapixel) front-facing camera also on board.
(Also see:  Panasonic Eluga L2 vs. Panasonic Eluga I2 vs. Panasonic T45 4G )
Connectivity options on the T45 4G include Wi-Fi 802.11 b/g/n, GPRS/ EDGE, 3G, GPS/A-GPS, Micro-USB, and Bluetooth. The handset features an ambient light sensor, an accelerometer, and a proximity sensor. Sized at 130.6x65.3x9.5mm, the smartphone is backed by an 1800mAh battery and would arrive in Black and White colour variants.
Download the Gadgets 360 app for Android and iOS to stay up to date with the latest tech news, product                     reviews, and exclusive deals on the popular mobiles.
"
